1, private, profundis:amethyst_caves, MONSTER, minecraft:spider, 80, 4, 4
1256, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1257, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
1258, forest, wilderwild:old_growth_birch_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1259, forest, wilderwild:old_growth_birch_taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1260, forest, wilderwild:old_growth_birch_taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1261, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1262, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:pig, 10, 4, 4
1263, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1264, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:cow, 8, 4, 4
1265, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:wolf, 5, 4, 4
1266, forest, wilderwild:old_growth_birch_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1267, forest, wilderwild:old_growth_birch_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1268, forest, wilderwild:old_growth_birch_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1269, forest, wilderwild:old_growth_birch_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1270, forest, wilderwild:old_growth_birch_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1271, forest, wilderwild:old_growth_birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1272, forest, wilderwild:old_growth_birch_taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1273, forest, wilderwild:old_growth_birch_taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1274, forest, wilderwild:old_growth_birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1275, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:spider, 80, 4, 4
1276, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
1277, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1278, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1279, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
1280, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:slime, 80, 4, 4
1281, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:enderman, 10, 1, 4
1282, forest, wilderwild:old_growth_dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1283, forest, wilderwild:old_growth_dark_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1284, forest, wilderwild:old_growth_dark_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1285, forest, wilderwild:old_growth_dark_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1286, forest, wilderwild:old_growth_dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
1287, forest, wilderwild:old_growth_dark_forest, CREATURE, minecraft:pig, 10, 4, 4
1288, forest, wilderwild:old_growth_dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
1289, forest, wilderwild:old_growth_dark_forest, CREATURE, minecraft:cow, 8, 4, 4
1290, forest, wilderwild:old_growth_dark_forest, CREATURE, mythicmobs:drake, 5, 1, 4
1291, forest, wilderwild:old_growth_dark_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
1292, forest, wilderwild:old_growth_dark_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1293, forest, wilderwild:old_growth_dark_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1294, forest, wilderwild:old_growth_dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
1295, forest, wilderwild:old_growth_dark_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1296, forest, wilderwild:old_growth_dark_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1297, forest, wilderwild:old_growth_dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1298, forest, wilderwild:old_growth_dark_forest, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1299, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1300, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1301, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1302, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1303, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1304, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1305, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1306, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1307, taiga, minecraft:old_growth_pine_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1308, taiga, minecraft:old_growth_pine_taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1309, taiga, minecraft:old_growth_pine_taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1310, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1311, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1312, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1313, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
1314, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1315, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1316, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
1317, taiga, minecraft:old_growth_pine_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1318, taiga, minecraft:old_growth_pine_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1319, taiga, minecraft:old_growth_pine_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1320, taiga, minecraft:old_growth_pine_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1321, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1322, taiga, minecraft:old_growth_pine_taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1323, taiga, minecraft:old_growth_pine_taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1324, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1325, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
1326, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1327, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1328, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1329, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1330, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
1331, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1332, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
1333, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1334, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mythicmounts:dragon, 80, 1, 1
1335, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1336, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1337, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1338, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1339, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
1340, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1341, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1342, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
1343, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmounts:direwolf, 10, 2, 4
1344, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
1345, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
1346, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1347, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1348, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1349, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, mythicmounts:firebird, 5, 1, 1
1350, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1351, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1352, forest, wilderwild:parched_forest, MONSTER, minecraft:spider, 80, 4, 4
1353, forest, wilderwild:parched_forest, MONSTER, minecraft:zombie, 80, 4, 4
1354, forest, wilderwild:parched_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1355, forest, wilderwild:parched_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1356, forest, wilderwild:parched_forest, MONSTER, minecraft:creeper, 80, 4, 4
1357, forest, wilderwild:parched_forest, MONSTER, minecraft:slime, 80, 4, 4
1358, forest, wilderwild:parched_forest, MONSTER, minecraft:enderman, 10, 1, 4
1359, forest, wilderwild:parched_forest, MONSTER, minecraft:witch, 5, 1, 1
1360, forest, wilderwild:parched_forest, MONSTER, minecraft:spider, 80, 4, 4
1361, forest, wilderwild:parched_forest, MONSTER, minecraft:zombie, 80, 4, 4
1362, forest, wilderwild:parched_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1363, forest, wilderwild:parched_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1364, forest, wilderwild:parched_forest, MONSTER, minecraft:creeper, 80, 4, 4
1365, forest, wilderwild:parched_forest, MONSTER, minecraft:slime, 80, 4, 4
1366, forest, wilderwild:parched_forest, MONSTER, minecraft:enderman, 10, 1, 4
1367, forest, wilderwild:parched_forest, MONSTER, minecraft:witch, 5, 1, 1
1368, forest, wilderwild:parched_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1369, forest, wilderwild:parched_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1370, forest, wilderwild:parched_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1371, forest, wilderwild:parched_forest, CREATURE, minecraft:sheep, 12, 4, 4
1372, forest, wilderwild:parched_forest, CREATURE, minecraft:pig, 10, 4, 4
1373, forest, wilderwild:parched_forest, CREATURE, minecraft:chicken, 10, 4, 4
1374, forest, wilderwild:parched_forest, CREATURE, minecraft:cow, 8, 4, 4
1375, forest, wilderwild:parched_forest, CREATURE, minecraft:horse, 5, 2, 6
1376, forest, wilderwild:parched_forest, CREATURE, minecraft:donkey, 5, 1, 3
1377, forest, wilderwild:parched_forest, CREATURE, mythicmobs:drake, 5, 1, 4
1378, forest, wilderwild:parched_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
1379, forest, wilderwild:parched_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1380, forest, wilderwild:parched_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1381, forest, wilderwild:parched_forest, AMBIENT, minecraft:bat, 10, 8, 8
1382, forest, wilderwild:parched_forest, AMBIENT, minecraft:bat, 10, 8, 8
1383, forest, wilderwild:parched_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1384, forest, wilderwild:parched_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1385, forest, wilderwild:parched_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1386, forest, wilderwild:parched_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1387, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1388, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
1389, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1390, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
1391, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
1392, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
1393, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
1394, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
1395, plains, minecraft:plains, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1396, plains, minecraft:plains, MONSTER, mythicmounts:dragon, 80, 1, 1
1397, plains, minecraft:plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1398, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
1399, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
1400, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
1401, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
1402, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 2, 6
1403, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
1404, plains, minecraft:plains, CREATURE, mythicmobs:drake, 5, 1, 4
1405, plains, minecraft:plains, CREATURE, mythicmobs:kobold, 10, 3, 6
1406, plains, minecraft:plains, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1407, plains, minecraft:plains, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1408, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
1409, plains, minecraft:plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
1410, plains, minecraft:plains, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1411, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1412, nether, incendium:quartz_flats, MONSTER, minecraft:ghast, 80, 8, 8
1413, nether, incendium:quartz_flats, MONSTER, minecraft:skeleton, 80, 1, 5
1414, nether, incendium:quartz_flats, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1415, nether, incendium:quartz_flats, CREATURE, minecraft:strider, 60, 1, 2
1416, forest, wilderwild:rainforest, MONSTER, minecraft:spider, 80, 4, 4
1417, forest, wilderwild:rainforest, MONSTER, minecraft:zombie, 80, 4, 4
1418, forest, wilderwild:rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1419, forest, wilderwild:rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
1420, forest, wilderwild:rainforest, MONSTER, minecraft:creeper, 80, 4, 4
1421, forest, wilderwild:rainforest, MONSTER, minecraft:slime, 80, 4, 4
1422, forest, wilderwild:rainforest, MONSTER, minecraft:enderman, 10, 1, 4
1423, forest, wilderwild:rainforest, MONSTER, minecraft:witch, 5, 1, 1
1424, forest, wilderwild:rainforest, MONSTER, minecraft:spider, 80, 4, 4
1425, forest, wilderwild:rainforest, MONSTER, minecraft:zombie, 80, 4, 4
1426, forest, wilderwild:rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1427, forest, wilderwild:rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
1428, forest, wilderwild:rainforest, MONSTER, minecraft:creeper, 80, 4, 4
1429, forest, wilderwild:rainforest, MONSTER, minecraft:slime, 80, 4, 4
1430, forest, wilderwild:rainforest, MONSTER, minecraft:enderman, 10, 1, 4
1431, forest, wilderwild:rainforest, MONSTER, minecraft:witch, 5, 1, 1
1432, forest, wilderwild:rainforest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1433, forest, wilderwild:rainforest, MONSTER, mythicmounts:dragon, 80, 1, 1
1434, forest, wilderwild:rainforest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1435, forest, wilderwild:rainforest, CREATURE, minecraft:sheep, 12, 4, 4
1436, forest, wilderwild:rainforest, CREATURE, minecraft:pig, 10, 4, 4
1437, forest, wilderwild:rainforest, CREATURE, minecraft:chicken, 10, 4, 4
1438, forest, wilderwild:rainforest, CREATURE, minecraft:cow, 8, 4, 4
1439, forest, wilderwild:rainforest, CREATURE, minecraft:horse, 5, 2, 6
1440, forest, wilderwild:rainforest, CREATURE, minecraft:donkey, 5, 1, 3
1441, forest, wilderwild:rainforest, CREATURE, minecraft:wolf, 5, 4, 4
1442, forest, wilderwild:rainforest, CREATURE, mythicmobs:drake, 5, 1, 4
1443, forest, wilderwild:rainforest, CREATURE, mythicmobs:kobold, 10, 3, 6
1444, forest, wilderwild:rainforest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1445, forest, wilderwild:rainforest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1446, forest, wilderwild:rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1447, forest, wilderwild:rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1448, forest, wilderwild:rainforest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1449, forest, wilderwild:rainforest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1450, forest, wilderwild:rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1451, forest, wilderwild:rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1452, forest, wilderwild:rainforest, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1453, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1454, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1455, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
1456, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1457, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1458, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1459, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
1460, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1461, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1462, river, minecraft:river, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1463, river, minecraft:river, MONSTER, mythicmounts:dragon, 80, 1, 1
1464, river, minecraft:river, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1465, river, minecraft:river, CREATURE, mythicmobs:drake, 5, 1, 4
1466, river, minecraft:river, CREATURE, mythicmobs:kobold, 10, 3, 6
1467, river, minecraft:river, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1468, river, minecraft:river, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1469, river, minecraft:river, CREATURE, beachparty:pelican, 6, 3, 7
1470, river, minecraft:river, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
1471, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1472, river, minecraft:river, AMBIENT, mythicmounts:firebird, 5, 1, 1
1473, river, minecraft:river, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1474, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1475, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
1476, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
1477, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
1478, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
1479, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
1480, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1481, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
1482, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
1483, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 10, 1, 4
1484, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
1485, savanna, minecraft:savanna, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1486, savanna, minecraft:savanna, MONSTER, mythicmounts:dragon, 80, 1, 1
1487, savanna, minecraft:savanna, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1488, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
1489, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
1490, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
1491, savanna, minecraft:savanna, CREATURE, minecraft:cow, 8, 4, 4
1492, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
1493, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
1494, savanna, minecraft:savanna, CREATURE, mythicmobs:drake, 5, 1, 4
1495, savanna, minecraft:savanna, CREATURE, mythicmobs:kobold, 10, 3, 6
1496, savanna, minecraft:savanna, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1497, savanna, minecraft:savanna, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1498, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
1499, savanna, minecraft:savanna, AMBIENT, mythicmounts:firebird, 5, 1, 1
1500, savanna, minecraft:savanna, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1501, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1502, private, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
1503, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
1504, private, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
1505, private, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
1506, private, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
1507, private, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
1508, private, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 10, 1, 4
1509, private, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
1510, private, minecraft:savanna_plateau, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1511, private, minecraft:savanna_plateau, MONSTER, mythicmounts:dragon, 80, 1, 1
1512, private, minecraft:savanna_plateau, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1513, private, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
1514, private, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
1515, private, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
1516, private, minecraft:savanna_plateau, CREATURE, minecraft:cow, 8, 4, 4
1517, private, minecraft:savanna_plateau, CREATURE, minecraft:horse, 5, 2, 6
1518, private, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
1519, private, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
1520, private, minecraft:savanna_plateau, CREATURE, mythicmobs:drake, 5, 1, 4
1521, private, minecraft:savanna_plateau, CREATURE, mythicmobs:kobold, 10, 3, 6
1522, private, minecraft:savanna_plateau, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1523, private, minecraft:savanna_plateau, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1524, private, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1525, private, minecraft:savanna_plateau, AMBIENT, mythicmounts:firebird, 5, 1, 1
1526, private, minecraft:savanna_plateau, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1527, private, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1528, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1529, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1530, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1531, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1532, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1533, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1534, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
1535, forest, wilderwild:semi_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1536, forest, wilderwild:semi_birch_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1537, forest, wilderwild:semi_birch_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1538, forest, wilderwild:semi_birch_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1539, forest, wilderwild:semi_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1540, forest, wilderwild:semi_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1541, forest, wilderwild:semi_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1542, forest, wilderwild:semi_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
1543, forest, wilderwild:semi_birch_forest, CREATURE, minecraft:wolf, 5, 2, 2
1544, forest, wilderwild:semi_birch_forest, CREATURE, mythicmobs:drake, 5, 1, 4
1545, forest, wilderwild:semi_birch_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
1546, forest, wilderwild:semi_birch_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1547, forest, wilderwild:semi_birch_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1548, forest, wilderwild:semi_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1549, forest, wilderwild:semi_birch_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1550, forest, wilderwild:semi_birch_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1551, forest, wilderwild:semi_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1552, private, minecraft:small_end_islands, MONSTER, minecraft:phantom, 12, 1, 2
1553, private, minecraft:small_end_islands, MONSTER, minecraft:enderman, 30, 3, 3
1554, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1555, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1556, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1557, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1558, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1559, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1560, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 10, 1, 4
1561, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1562, beach, minecraft:snowy_beach, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1563, beach, minecraft:snowy_beach, MONSTER, mythicmounts:dragon, 80, 1, 1
1564, beach, minecraft:snowy_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1565, beach, minecraft:snowy_beach, CREATURE, mythicmobs:drake, 5, 1, 4
